date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:23:43	9028/9028	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2008%20Nov%202017%2020:59:46%20GMT	https://demo.htmlcodex.com/pro/startup/lib/waypoints/waypoints.min.js	C:/Users/ELITEBOOK%20840%20G4/Desktop/new%20work/demo.htmlcodex.com/pro/startup/lib/waypoints/waypoints.min.js	(from https://demo.htmlcodex.com/pro/startup/index-1.html)
18:23:44	2406/2406	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2012%20Feb%202018%2018:08:38%20GMT	https://demo.htmlcodex.com/pro/startup/lib/counterup/counterup.min.js	C:/Users/ELITEBOOK%20840%20G4/Desktop/new%20work/demo.htmlcodex.com/pro/startup/lib/counterup/counterup.min.js	(from https://demo.htmlcodex.com/pro/startup/index-1.html)
18:23:45	35503/35503	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2010%20Jan%202018%2016:58:56%20GMT	https://demo.htmlcodex.com/pro/startup/lib/isotope/isotope.pkgd.min.js	C:/Users/ELITEBOOK%20840%20G4/Desktop/new%20work/demo.htmlcodex.com/pro/startup/lib/isotope/isotope.pkgd.min.js	(from https://demo.htmlcodex.com/pro/startup/index-1.html)
18:23:45	79665/79665	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213731-2JYXAt9UqpcPHzAIfI0LH2lnx4Q%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	C:/Users/ELITEBOOK%20840%20G4/Desktop/new%20work/cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	(from https://demo.htmlcodex.com/pro/startup/index-1.html)
18:23:45	9418/9418	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2026%20Nov%202017%2020:18:24%20GMT	https://demo.htmlcodex.com/pro/startup/lib/lightbox/js/lightbox.min.js	C:/Users/ELITEBOOK%20840%20G4/Desktop/new%20work/demo.htmlcodex.com/pro/startup/lib/lightbox/js/lightbox.min.js	(from https://demo.htmlcodex.com/pro/startup/index-1.html)
18:23:46	4099/4099	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2005%20Aug%202021%2017:44:02%20GMT	https://demo.htmlcodex.com/pro/startup/js/main.js	C:/Users/ELITEBOOK%20840%20G4/Desktop/new%20work/demo.htmlcodex.com/pro/startup/js/main.js	(from https://demo.htmlcodex.com/pro/startup/index-1.html)
18:23:46	42766/42766	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2001%20Mar%202017%2009:43:12%20GMT	https://demo.htmlcodex.com/pro/startup/lib/owlcarousel/owl.carousel.min.js	C:/Users/ELITEBOOK%20840%20G4/Desktop/new%20work/demo.htmlcodex.com/pro/startup/lib/owlcarousel/owl.carousel.min.js	(from https://demo.htmlcodex.com/pro/startup/index-1.html)
18:23:47	30941/30941	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2001:35:40%20GMT	https://demo.htmlcodex.com/pro/startup/service-detail.html	C:/Users/ELITEBOOK%20840%20G4/Desktop/new%20work/demo.htmlcodex.com/pro/startup/service-detail.html	(from https://demo.htmlcodex.com/pro/startup/)
18:23:48	39210/39210	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Aug%202021%2021:44:06%20GMT	https://demo.htmlcodex.com/pro/startup/img/portfolio-1.jpg	C:/Users/ELITEBOOK%20840%20G4/Desktop/new%20work/demo.htmlcodex.com/pro/startup/img/portfolio-1.jpg	(from https://demo.htmlcodex.com/pro/startup/project.html)
18:23:52	56241/56241	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Aug%202021%2021:44:30%20GMT	https://demo.htmlcodex.com/pro/startup/img/portfolio-3.jpg	C:/Users/ELITEBOOK%20840%20G4/Desktop/new%20work/demo.htmlcodex.com/pro/startup/img/portfolio-3.jpg	(from https://demo.htmlcodex.com/pro/startup/project.html)
18:23:52	35285/35285	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Aug%202021%2021:44:36%20GMT	https://demo.htmlcodex.com/pro/startup/img/portfolio-2.jpg	C:/Users/ELITEBOOK%20840%20G4/Desktop/new%20work/demo.htmlcodex.com/pro/startup/img/portfolio-2.jpg	(from https://demo.htmlcodex.com/pro/startup/project.html)
18:23:57	40742/40742	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Aug%202021%2021:44:26%20GMT	https://demo.htmlcodex.com/pro/startup/img/portfolio-4.jpg	C:/Users/ELITEBOOK%20840%20G4/Desktop/new%20work/demo.htmlcodex.com/pro/startup/img/portfolio-4.jpg	(from https://demo.htmlcodex.com/pro/startup/project.html)
18:23:59	41822/41822	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Aug%202021%2021:44:16%20GMT	https://demo.htmlcodex.com/pro/startup/img/portfolio-6.jpg	C:/Users/ELITEBOOK%20840%20G4/Desktop/new%20work/demo.htmlcodex.com/pro/startup/img/portfolio-6.jpg	(from https://demo.htmlcodex.com/pro/startup/project.html)
18:24:00	35165/35165	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Aug%202021%2021:44:20%20GMT	https://demo.htmlcodex.com/pro/startup/img/portfolio-5.jpg	C:/Users/ELITEBOOK%20840%20G4/Desktop/new%20work/demo.htmlcodex.com/pro/startup/img/portfolio-5.jpg	(from https://demo.htmlcodex.com/pro/startup/project.html)
18:24:00	2899/2899	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Jul%202021%2017:20:48%20GMT	https://demo.htmlcodex.com/pro/startup/img/user.jpg	C:/Users/ELITEBOOK%20840%20G4/Desktop/new%20work/demo.htmlcodex.com/pro/startup/img/user.jpg	(from https://demo.htmlcodex.com/pro/startup/blog-detail.html)
18:24:02	60310/60310	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Jul%202021%2023:51:50%20GMT	https://demo.htmlcodex.com/pro/startup/img/detail.jpg	C:/Users/ELITEBOOK%20840%20G4/Desktop/new%20work/demo.htmlcodex.com/pro/startup/img/detail.jpg	(from https://demo.htmlcodex.com/pro/startup/project-detail.html)
18:25:22	21400/21400	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Sun,%2008%20Aug%202021%2018:17:32%20GMT	https://demo.htmlcodex.com/pro/startup/img/demo/team.jpg	C:/Users/ELITEBOOK%20840%20G4/Desktop/new%20work/demo.htmlcodex.com/pro/startup/img/demo/team.jpg	(from https://demo.htmlcodex.com/pro/startup/)
18:25:29	2513/2513	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2022%20Jun%202021%2017:16:40%20GMT	https://demo.htmlcodex.com/pro/startup/mail/contact-form.js	C:/Users/ELITEBOOK%20840%20G4/Desktop/new%20work/demo.htmlcodex.com/pro/startup/mail/contact-form.js	(from https://demo.htmlcodex.com/pro/startup/contact.html)
18:25:33	14877/14877	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2011%20Aug%202020%2022:10:54%20GMT	https://demo.htmlcodex.com/pro/startup/mail/jqBootstrapValidation.min.js	C:/Users/ELITEBOOK%20840%20G4/Desktop/new%20work/demo.htmlcodex.com/pro/startup/mail/jqBootstrapValidation.min.js	(from https://demo.htmlcodex.com/pro/startup/contact.html)
18:25:39	8476/8476	---M--	200	added ('OK')	image/gif	date:Sun,%2026%20Nov%202017%2020:18:24%20GMT	https://demo.htmlcodex.com/pro/startup/lib/lightbox/images/loading.gif	C:/Users/ELITEBOOK%20840%20G4/Desktop/new%20work/demo.htmlcodex.com/pro/startup/lib/lightbox/images/loading.gif	(from https://demo.htmlcodex.com/pro/startup/lib/lightbox/css/lightbox.min.css)
18:25:40	4976/4976	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Mar%202017%2009:43:12%20GMT	https://demo.htmlcodex.com/pro/startup/lib/owlcarousel/assets/owl.video.play.png	C:/Users/ELITEBOOK%20840%20G4/Desktop/new%20work/demo.htmlcodex.com/pro/startup/lib/owlcarousel/assets/owl.video.play.png	(from https://demo.htmlcodex.com/pro/startup/lib/owlcarousel/assets/owl.carousel.min.css)
18:25:40	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
18:25:49	85120/85120	---M--	200	added ('OK')	font/woff2	etag:W/%2214c80-7RZ9M14uDLAKgvLXNn8Fy01lV88%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff2?231ce25e89ab5804f9a6c427b8d325c9	C:/Users/ELITEBOOK%20840%20G4/Desktop/new%20work/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
18:25:53	113532/113532	---M--	200	added ('OK')	font/woff	etag:W/%221bb7c-47yt78jTFi+euyu4fJGbVQNZ9TA%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff?231ce25e89ab5804f9a6c427b8d325c9	C:/Users/ELITEBOOK%20840%20G4/Desktop/new%20work/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
